loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage
LN100641,2024-05-01,271344.2,7.014,620-659,0-60,30-40,NM,Purchase,Primary Residence,Single Family,Servicer_C,2024
LN100642,2023-12-01,385802.69,6.515,700-739,80-90,30-40,WA,Refinance,Primary Residence,Townhouse,Servicer_C,2023
LN100643,2021-05-01,278166.03,3.206,660-699,0-60,20-30,MA,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN100644,2023-05-01,307502.57,6.549,660-699,0-60,30-40,MA,Purchase,Investment,Townhouse,Servicer_B,2023
LN100645,2020-04-01,176557.3,3.361,700-739,80-90,0-20,ND,Purchase,Primary Residence,Townhouse,Servicer_C,2020
LN100646,2021-03-01,176714.68,3.45,660-699,60-70,20-30,NH,Refinance,Primary Residence,Single Family,Servicer_E,2021
LN100647,2021-09-01,490232.11,2.508,740-779,70-80,0-20,ME,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN100648,2024-09-01,354600.45,6.16,780+,60-70,20-30,KS,Purchase,Primary Residence,Condominium,Servicer_E,2024
LN100649,2023-12-01,142427.07,6.369,740-779,80-90,0-20,MT,Refinance,Primary Residence,Single Family,Servicer_E,2023
LN100650,2021-06-01,276147.68,2.993,660-699,60-70,30-40,AR,Refinance,Primary Residence,Single Family,Servicer_E,2021
LN100651,2022-07-01,75000.0,6.262,660-699,60-70,20-30,GA,Refinance,Primary Residence,Multi Unit,Servicer_A,2022
LN100652,2019-05-01,182325.55,4.323,660-699,60-70,20-30,AZ,Purchase,Primary Residence,Condominium,Servicer_A,2019
LN100653,2023-08-01,424124.12,7.231,620-659,60-70,20-30,DE,Refinance,Primary Residence,Multi Unit,Servicer_C,2023
LN100654,2021-11-01,233371.32,2.176,780+,60-70,20-30,GA,Purchase,Primary Residence,Townhouse,Servicer_B,2021
LN100655,2021-09-01,266750.27,2.747,700-739,0-60,0-20,AR,Refinance,Second Home,Townhouse,Servicer_A,2021
LN100656,2023-05-01,75000.0,6.899,660-699,0-60,40-50,AZ,Refinance,Primary Residence,Condominium,Servicer_D,2023
LN100657,2022-06-01,201486.31,4.714,780+,70-80,30-40,SD,Purchase,Primary Residence,Condominium,Servicer_A,2022
LN100658,2018-07-01,301120.54,4.899,700-739,80-90,0-20,GA,Purchase,Primary Residence,Townhouse,Servicer_B,2018
LN100659,2020-01-01,322908.94,3.824,580-619,0-60,30-40,NV,Purchase,Primary Residence,Condominium,Servicer_E,2020
LN100660,2019-03-01,424434.02,3.802,660-699,60-70,20-30,CA,Refinance,Investment,Single Family,Servicer_B,2019
LN100661,2023-02-01,222698.57,7.071,740-779,90-100,0-20,WV,Purchase,Second Home,Condominium,Servicer_E,2023
LN100662,2018-03-01,228229.16,4.139,740-779,80-90,20-30,ID,Refinance,Primary Residence,Single Family,Servicer_B,2018
LN100663,2019-06-01,120156.65,4.409,660-699,70-80,0-20,PA,Purchase,Primary Residence,Multi Unit,Servicer_B,2019
LN100664,2022-03-01,223402.28,4.736,780+,60-70,0-20,NC,Purchase,Investment,Condominium,Servicer_A,2022
LN100665,2022-11-01,124910.14,4.292,780+,70-80,30-40,RI,Purchase,Investment,Single Family,Servicer_B,2022
LN100666,2021-07-01,90480.32,2.393,780+,60-70,20-30,NY,Refinance,Primary Residence,Single Family,Servicer_B,2021
LN100667,2024-01-01,137635.96,6.384,660-699,0-60,30-40,MT,Purchase,Primary Residence,Single Family,Servicer_D,2024
LN100668,2024-06-01,573201.67,7.548,620-659,60-70,30-40,RI,Purchase,Primary Residence,Single Family,Servicer_E,2024
LN100669,2018-12-01,215433.5,3.965,780+,70-80,30-40,SD,Purchase,Second Home,Condominium,Servicer_A,2018
LN100670,2024-09-01,282137.2,7.545,660-699,60-70,30-40,ME,Refinance,Investment,Condominium,Servicer_A,2024
LN100671,2022-04-01,188488.69,5.411,740-779,70-80,30-40,WV,Refinance,Second Home,Single Family,Servicer_C,2022
LN100672,2022-06-01,93378.19,4.672,740-779,60-70,20-30,WY,Purchase,Primary Residence,Single Family,Servicer_B,2022
LN100673,2018-08-01,418351.98,4.434,620-659,60-70,20-30,OR,Purchase,Investment,Single Family,Servicer_B,2018
LN100674,2022-05-01,75698.02,5.063,740-779,80-90,20-30,WA,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN100675,2023-01-01,184255.79,6.144,780+,80-90,40-50,CO,Purchase,Primary Residence,Townhouse,Servicer_A,2023
LN100676,2022-01-01,242602.12,5.538,740-779,60-70,0-20,NV,Refinance,Primary Residence,Townhouse,Servicer_C,2022
LN100677,2018-08-01,283788.78,4.537,700-739,70-80,20-30,NC,Purchase,Primary Residence,Condominium,Servicer_A,2018
LN100678,2021-08-01,167654.05,2.64,780+,60-70,30-40,WA,Purchase,Primary Residence,Single Family,Servicer_D,2021
LN100679,2024-07-01,90974.76,6.554,700-739,0-60,20-30,CT,Refinance,Primary Residence,Single Family,Servicer_B,2024
LN100680,2023-01-01,160912.32,6.706,740-779,80-90,30-40,SD,Purchase,Primary Residence,Townhouse,Servicer_B,2023
LN100681,2018-12-01,165611.39,4.08,740-779,0-60,20-30,AR,Purchase,Second Home,Multi Unit,Servicer_C,2018
LN100682,2024-09-01,163409.53,6.922,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_A,2024
LN100683,2024-09-01,426235.98,7.183,660-699,70-80,20-30,OH,Purchase,Primary Residence,Condominium,Servicer_E,2024
LN100684,2019-03-01,128249.73,4.123,620-659,60-70,20-30,IA,Purchase,Primary Residence,Single Family,Servicer_C,2019
LN100685,2023-08-01,295007.13,7.347,660-699,0-60,0-20,TN,Purchase,Primary Residence,Single Family,Servicer_D,2023
LN100686,2020-11-01,272741.45,2.922,700-739,60-70,0-20,WA,Purchase,Primary Residence,Multi Unit,Servicer_B,2020
LN100687,2022-02-01,423990.57,5.603,700-739,90-100,0-20,DE,Purchase,Primary Residence,Multi Unit,Servicer_B,2022
LN100688,2021-02-01,232348.5,2.111,700-739,70-80,30-40,IL,Refinance,Primary Residence,Multi Unit,Servicer_A,2021
LN100689,2023-06-01,386287.9,7.0,700-739,70-80,30-40,AR,Purchase,Primary Residence,Single Family,Servicer_C,2023
LN100690,2024-12-01,227406.65,6.42,740-779,0-60,20-30,OK,Purchase,Second Home,Single Family,Servicer_C,2024
LN100691,2023-07-01,317467.93,6.34,780+,70-80,0-20,VT,Purchase,Primary Residence,Townhouse,Servicer_B,2023
LN100692,2024-07-01,109381.67,6.769,660-699,0-60,20-30,NM,Purchase,Primary Residence,Condominium,Servicer_A,2024
LN100693,2024-08-01,75000.0,6.417,740-779,70-80,30-40,CT,Purchase,Primary Residence,Single Family,Servicer_A,2024
LN100694,2018-08-01,307695.82,4.379,740-779,80-90,30-40,FL,Purchase,Investment,Single Family,Servicer_A,2018
LN100695,2019-10-01,316908.04,4.079,700-739,70-80,20-30,AK,Refinance,Primary Residence,Single Family,Servicer_B,2019
LN100696,2023-01-01,324727.77,7.152,660-699,60-70,0-20,MO,Purchase,Primary Residence,Condominium,Servicer_C,2023
LN100697,2022-02-01,187306.82,4.821,740-779,0-60,40-50,OR,Refinance,Primary Residence,Townhouse,Servicer_E,2022
LN100698,2018-05-01,567254.56,4.125,780+,0-60,30-40,DE,Purchase,Primary Residence,Single Family,Servicer_A,2018
LN100699,2018-08-01,194130.02,4.266,740-779,70-80,0-20,TX,Purchase,Second Home,Single Family,Servicer_A,2018
LN100700,2021-08-01,315117.12,2.509,780+,80-90,30-40,IL,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN100701,2022-04-01,346717.68,4.8,780+,60-70,0-20,MT,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN100702,2019-03-01,643400.89,3.532,700-739,70-80,0-20,ND,Refinance,Second Home,Single Family,Servicer_C,2019
LN100703,2019-03-01,209997.29,3.96,740-779,80-90,30-40,NE,Refinance,Investment,Single Family,Servicer_A,2019
LN100704,2018-11-01,174548.88,3.877,700-739,0-60,20-30,MS,Refinance,Primary Residence,Condominium,Servicer_E,2018
LN100705,2021-12-01,109670.56,2.0,780+,0-60,20-30,KY,Purchase,Primary Residence,Single Family,Servicer_D,2021
LN100706,2018-01-01,587139.69,4.434,620-659,60-70,40-50,MI,Purchase,Primary Residence,Condominium,Servicer_B,2018
LN100707,2022-01-01,315209.32,5.287,700-739,70-80,30-40,ID,Purchase,Primary Residence,Single Family,Servicer_E,2022
LN100708,2021-04-01,320744.39,2.943,780+,70-80,0-20,IA,Purchase,Investment,Single Family,Servicer_C,2021
LN100709,2021-04-01,1388040.4,3.375,660-699,80-90,30-40,PA,Purchase,Second Home,Condominium,Servicer_E,2021
LN100710,2022-10-01,298937.8,5.483,740-779,80-90,30-40,VT,Purchase,Primary Residence,Condominium,Servicer_A,2022
LN100711,2021-08-01,122141.98,3.866,700-739,80-90,20-30,TX,Purchase,Primary Residence,Single Family,Servicer_E,2021
LN100712,2023-02-01,224463.69,6.831,780+,90-100,40-50,KY,Refinance,Primary Residence,Single Family,Servicer_A,2023
LN100713,2023-05-01,146251.92,6.28,780+,80-90,30-40,KY,Purchase,Primary Residence,Single Family,Servicer_B,2023
LN100714,2024-06-01,201086.13,7.102,660-699,80-90,0-20,AZ,Purchase,Second Home,Single Family,Servicer_E,2024
LN100715,2023-08-01,200344.15,6.76,740-779,80-90,0-20,IN,Purchase,Primary Residence,Single Family,Servicer_B,2023
LN100716,2021-08-01,181018.19,2.97,700-739,80-90,30-40,NJ,Refinance,Primary Residence,Single Family,Servicer_A,2021
LN100717,2021-06-01,116181.72,2.743,740-779,80-90,40-50,IN,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN100718,2019-08-01,600244.35,4.386,740-779,90-100,0-20,OR,Purchase,Primary Residence,Single Family,Servicer_A,2019
LN100719,2022-03-01,294661.53,5.398,740-779,70-80,0-20,AZ,Purchase,Primary Residence,Condominium,Servicer_B,2022
LN100720,2018-12-01,220842.84,5.246,580-619,70-80,30-40,MA,Purchase,Primary Residence,Single Family,Servicer_B,2018
LN100721,2024-07-01,379237.15,6.845,660-699,70-80,0-20,IA,Purchase,Primary Residence,Townhouse,Servicer_C,2024
LN100722,2023-11-01,323936.63,6.621,740-779,80-90,0-20,MO,Refinance,Primary Residence,Condominium,Servicer_D,2023
LN100723,2018-11-01,290932.37,4.72,700-739,70-80,30-40,AK,Refinance,Primary Residence,Single Family,Servicer_A,2018
LN100724,2023-07-01,364384.58,7.353,700-739,80-90,30-40,MA,Refinance,Primary Residence,Condominium,Servicer_D,2023
LN100725,2018-10-01,269111.29,6.151,620-659,80-90,30-40,SC,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN100726,2023-01-01,361435.18,7.07,700-739,90-100,30-40,TX,Refinance,Investment,Townhouse,Servicer_D,2023
LN100727,2018-08-01,378294.38,3.815,780+,60-70,20-30,IL,Purchase,Primary Residence,Multi Unit,Servicer_D,2018
LN100728,2021-06-01,273405.55,4.537,580-619,80-90,40-50,MI,Purchase,Second Home,Townhouse,Servicer_E,2021
LN100729,2022-08-01,221460.43,5.335,700-739,80-90,20-30,OH,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN100730,2023-02-01,580087.94,6.668,780+,90-100,20-30,MS,Purchase,Primary Residence,Townhouse,Servicer_C,2023
LN100731,2020-12-01,192215.1,3.985,620-659,90-100,30-40,NV,Purchase,Primary Residence,Condominium,Servicer_E,2020
LN100732,2024-06-01,310034.44,5.804,740-779,70-80,30-40,LA,Refinance,Primary Residence,Townhouse,Servicer_C,2024
LN100733,2023-06-01,313911.33,7.097,660-699,70-80,30-40,TN,Refinance,Investment,Single Family,Servicer_A,2023
LN100734,2019-06-01,178788.6,3.185,780+,0-60,0-20,NY,Purchase,Primary Residence,Townhouse,Servicer_C,2019
LN100735,2022-09-01,160317.88,5.871,740-779,90-100,40-50,WI,Purchase,Primary Residence,Condominium,Servicer_D,2022
LN100736,2023-02-01,205787.13,6.212,780+,60-70,30-40,RI,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN100737,2020-05-01,190707.65,3.184,660-699,80-90,30-40,ME,Purchase,Primary Residence,Multi Unit,Servicer_C,2020
LN100738,2023-03-01,112110.96,6.933,700-739,80-90,40-50,KY,Purchase,Primary Residence,Condominium,Servicer_D,2023
LN100739,2024-04-01,174711.95,5.963,740-779,70-80,20-30,CA,Purchase,Investment,Townhouse,Servicer_C,2024
LN100740,2023-09-01,289421.34,6.597,660-699,60-70,30-40,NY,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN100741,2023-05-01,501563.33,7.151,660-699,60-70,30-40,PA,Refinance,Primary Residence,Single Family,Servicer_C,2023
LN100742,2022-06-01,339127.5,6.666,580-619,80-90,30-40,LA,Refinance,Second Home,Condominium,Servicer_C,2022
LN100743,2019-11-01,75000.0,3.717,780+,70-80,30-40,AK,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN100744,2023-07-01,355732.11,5.77,740-779,0-60,30-40,TN,Refinance,Primary Residence,Condominium,Servicer_C,2023
LN100745,2020-07-01,183915.69,2.987,740-779,80-90,0-20,ID,Purchase,Investment,Condominium,Servicer_B,2020
LN100746,2021-09-01,320747.74,2.467,740-779,60-70,0-20,NJ,Purchase,Primary Residence,Single Family,Servicer_D,2021
LN100747,2020-03-01,248063.94,3.597,700-739,80-90,40-50,AZ,Purchase,Primary Residence,Condominium,Servicer_D,2020
LN100748,2020-03-01,224861.07,3.212,700-739,60-70,40-50,AR,Purchase,Second Home,Single Family,Servicer_D,2020
LN100749,2019-02-01,236330.5,4.033,700-739,60-70,40-50,VT,Purchase,Primary Residence,Townhouse,Servicer_C,2019
LN100750,2024-09-01,246935.59,6.852,740-779,0-60,0-20,ND,Purchase,Investment,Townhouse,Servicer_A,2024
LN100751,2019-01-01,523681.49,4.08,660-699,70-80,20-30,AL,Purchase,Primary Residence,Single Family,Servicer_D,2019
LN100752,2018-08-01,247311.29,4.441,780+,70-80,30-40,CO,Refinance,Primary Residence,Single Family,Servicer_A,2018
LN100753,2024-07-01,454185.54,6.477,740-779,80-90,30-40,MO,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN100754,2021-11-01,419225.58,2.636,700-739,70-80,0-20,OH,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN100755,2021-01-01,360804.39,3.086,700-739,60-70,30-40,MI,Refinance,Primary Residence,Townhouse,Servicer_C,2021
LN100756,2023-02-01,93580.36,6.509,660-699,60-70,0-20,UT,Purchase,Primary Residence,Single Family,Servicer_C,2023
LN100757,2020-09-01,462020.32,2.682,780+,60-70,20-30,NC,Purchase,Primary Residence,Single Family,Servicer_B,2020
LN100758,2018-11-01,194341.17,4.47,780+,90-100,0-20,NM,Refinance,Primary Residence,Single Family,Servicer_B,2018
LN100759,2023-02-01,370595.41,6.432,780+,0-60,0-20,IA,Purchase,Primary Residence,Condominium,Servicer_A,2023
LN100760,2019-03-01,146432.98,4.322,700-739,90-100,0-20,OH,Purchase,Primary Residence,Townhouse,Servicer_B,2019
LN100761,2021-11-01,130277.94,3.127,660-699,60-70,40-50,UT,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN100762,2024-08-01,741351.39,7.043,660-699,0-60,30-40,AZ,Purchase,Primary Residence,Single Family,Servicer_D,2024
LN100763,2024-07-01,147690.7,7.141,620-659,60-70,40-50,OR,Refinance,Primary Residence,Single Family,Servicer_E,2024
LN100764,2020-07-01,469571.03,3.298,620-659,0-60,20-30,UT,Purchase,Primary Residence,Single Family,Servicer_E,2020
LN100765,2023-06-01,266824.76,7.752,620-659,80-90,20-30,MI,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN100766,2022-04-01,198421.76,4.831,780+,70-80,20-30,RI,Refinance,Primary Residence,Condominium,Servicer_B,2022
LN100767,2021-05-01,243911.4,3.338,620-659,60-70,30-40,LA,Refinance,Primary Residence,Single Family,Servicer_B,2021
LN100768,2018-12-01,122224.43,5.115,620-659,70-80,20-30,GA,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN100769,2020-08-01,248115.91,3.338,740-779,70-80,30-40,SD,Purchase,Primary Residence,Condominium,Servicer_C,2020
LN100770,2022-07-01,137820.72,5.607,700-739,90-100,30-40,KS,Refinance,Second Home,Townhouse,Servicer_D,2022
LN100771,2024-11-01,201133.09,6.848,740-779,90-100,30-40,PA,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN100772,2018-01-01,415871.23,3.978,740-779,80-90,0-20,KS,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN100773,2023-01-01,287512.34,6.497,780+,80-90,20-30,MD,Purchase,Primary Residence,Condominium,Servicer_E,2023
LN100774,2023-12-01,110638.39,6.957,740-779,80-90,0-20,OH,Refinance,Primary Residence,Single Family,Servicer_A,2023
LN100775,2024-08-01,399326.5,7.091,700-739,70-80,0-20,LA,Purchase,Primary Residence,Townhouse,Servicer_D,2024
LN100776,2020-12-01,249025.69,3.092,740-779,80-90,30-40,SD,Purchase,Primary Residence,Townhouse,Servicer_C,2020
LN100777,2018-10-01,185537.87,4.627,700-739,0-60,20-30,AK,Refinance,Primary Residence,Townhouse,Servicer_A,2018
LN100778,2019-11-01,376957.66,4.359,700-739,80-90,30-40,AL,Purchase,Primary Residence,Single Family,Servicer_E,2019
LN100779,2023-12-01,228034.55,7.544,700-739,90-100,0-20,CA,Purchase,Primary Residence,Single Family,Servicer_D,2023
LN100780,2024-02-01,131676.37,7.185,660-699,0-60,40-50,IL,Purchase,Primary Residence,Townhouse,Servicer_D,2024
LN100781,2022-06-01,690735.01,5.761,740-779,80-90,40-50,AZ,Refinance,Primary Residence,Single Family,Servicer_A,2022
LN100782,2018-11-01,247634.24,5.139,660-699,90-100,20-30,MD,Purchase,Primary Residence,Single Family,Servicer_A,2018
LN100783,2018-11-01,239056.29,4.292,660-699,60-70,30-40,AK,Refinance,Primary Residence,Single Family,Servicer_C,2018
LN100784,2021-05-01,200067.15,3.409,660-699,70-80,0-20,PA,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN100785,2022-02-01,478397.55,5.474,780+,90-100,30-40,DE,Purchase,Primary Residence,Condominium,Servicer_A,2022
LN100786,2018-03-01,187312.39,5.411,700-739,90-100,30-40,WI,Refinance,Primary Residence,Multi Unit,Servicer_B,2018
LN100787,2022-10-01,106881.63,5.274,740-779,0-60,30-40,TX,Purchase,Investment,Condominium,Servicer_A,2022
LN100788,2021-10-01,172119.36,2.944,780+,60-70,30-40,OH,Purchase,Second Home,Single Family,Servicer_D,2021
LN100789,2018-02-01,518628.04,5.526,620-659,80-90,20-30,SC,Refinance,Primary Residence,Multi Unit,Servicer_C,2018
LN100790,2018-09-01,395097.91,4.259,740-779,60-70,30-40,RI,Purchase,Primary Residence,Condominium,Servicer_A,2018
LN100791,2021-03-01,217283.36,2.695,660-699,60-70,30-40,TX,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN100792,2023-01-01,532057.33,6.952,660-699,0-60,0-20,NV,Refinance,Investment,Condominium,Servicer_A,2023
LN100793,2023-10-01,377220.22,6.194,740-779,0-60,0-20,NY,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN100794,2021-01-01,215904.63,2.523,780+,70-80,30-40,MS,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN100795,2020-01-01,228197.28,3.376,660-699,70-80,30-40,NY,Purchase,Primary Residence,Condominium,Servicer_B,2020
LN100796,2024-10-01,299641.17,6.982,700-739,70-80,20-30,MD,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN100797,2021-03-01,158209.97,3.381,660-699,80-90,40-50,CT,Refinance,Primary Residence,Single Family,Servicer_C,2021
LN100798,2020-03-01,250620.21,3.391,700-739,70-80,30-40,WA,Purchase,Primary Residence,Condominium,Servicer_B,2020
LN100799,2021-02-01,296232.1,2.0,740-779,60-70,20-30,OH,Refinance,Primary Residence,Single Family,Servicer_C,2021
LN100800,2018-02-01,98852.56,4.147,740-779,0-60,20-30,OK,Refinance,Second Home,Single Family,Servicer_B,2018
LN100801,2020-02-01,225277.9,3.121,740-779,60-70,30-40,IA,Refinance,Primary Residence,Single Family,Servicer_C,2020
LN100802,2021-08-01,211617.42,4.021,620-659,60-70,30-40,RI,Purchase,Primary Residence,Condominium,Servicer_C,2021
LN100803,2024-06-01,440054.39,6.61,740-779,0-60,20-30,MT,Purchase,Second Home,Townhouse,Servicer_A,2024
LN100804,2023-03-01,90648.34,6.865,740-779,0-60,20-30,AR,Refinance,Second Home,Single Family,Servicer_C,2023
LN100805,2023-06-01,202680.86,6.411,740-779,0-60,30-40,WV,Purchase,Primary Residence,Townhouse,Servicer_D,2023
LN100806,2021-10-01,191808.19,3.561,620-659,70-80,30-40,WY,Refinance,Investment,Single Family,Servicer_A,2021
LN100807,2018-10-01,423901.0,4.699,700-739,70-80,30-40,UT,Refinance,Primary Residence,Single Family,Servicer_C,2018
LN100808,2020-09-01,244083.48,3.509,700-739,90-100,0-20,MS,Purchase,Primary Residence,Single Family,Servicer_D,2020
LN100809,2024-12-01,671365.01,7.405,620-659,80-90,30-40,ID,Purchase,Second Home,Single Family,Servicer_A,2024
LN100810,2018-04-01,359846.76,4.635,660-699,70-80,20-30,AL,Purchase,Primary Residence,Single Family,Servicer_E,2018
LN100811,2024-02-01,199504.79,6.306,700-739,0-60,0-20,OR,Purchase,Second Home,Condominium,Servicer_B,2024
LN100812,2022-10-01,285223.53,5.249,740-779,70-80,30-40,VT,Purchase,Primary Residence,Townhouse,Servicer_D,2022
LN100813,2019-12-01,205762.6,3.993,660-699,0-60,30-40,CO,Purchase,Primary Residence,Multi Unit,Servicer_E,2019
LN100814,2023-06-01,401067.11,6.452,740-779,70-80,20-30,OH,Refinance,Primary Residence,Multi Unit,Servicer_E,2023
LN100815,2023-11-01,120151.35,6.64,700-739,70-80,30-40,AK,Purchase,Primary Residence,Single Family,Servicer_C,2023
LN100816,2018-04-01,158924.32,4.442,740-779,70-80,20-30,RI,Purchase,Second Home,Single Family,Servicer_C,2018
LN100817,2018-09-01,321208.48,4.674,700-739,60-70,0-20,AK,Refinance,Primary Residence,Single Family,Servicer_A,2018
LN100818,2022-08-01,490598.94,5.201,700-739,80-90,20-30,WI,Refinance,Primary Residence,Single Family,Servicer_B,2022
LN100819,2024-12-01,75000.0,6.404,740-779,80-90,20-30,FL,Refinance,Primary Residence,Townhouse,Servicer_D,2024
